,movie_candidates
767,"['296', '318', '356', '527', '593', '2571']"
768,"['296', '318', '527', '593', '2571', '2959']"
769,"['296', '593', '1196', '2571']"
770,"['296', '318', '527']"
771,"['296', '318', '356', '2571', '2959']"
772,"['296', '527', '593']"
773,"['296', '318', '356', '593', '1196']"
774,"['296', '356', '1196', '2571', '2959']"
775,"['296', '527', '593', '1196', '2571', '2959']"
776,"['296', '318', '527', '2571']"
777,"['296', '318', '356']"
778,"['296', '318', '356', '527', '2959']"
779,"['296', '356', '2571', '2959']"
780,"['296', '318', '356', '593', '2571', '2959']"
781,"['296', '527', '593', '2959']"
782,"['296', '527', '593', '1196', '2571']"
783,"['296', '527', '593', '1196', '2571']"
784,"['296', '356', '527', '593', '1196']"
785,"['296', '593', '2571', '2959']"
786,"['296', '318', '527', '2571', '2959']"
787,"['296', '356']"
788,"['296', '356', '593', '1196']"
789,"['296', '318', '593', '1196', '2959']"
790,"['296', '356', '527', '593', '2571']"
791,"['296', '318', '527', '593', '2571']"
792,"['296', '318', '356', '527', '593']"
793,"['296', '318', '356', '527', '2959']"
794,"['296', '356', '1196', '2571']"
795,"['296', '318', '356', '1196', '2571', '2959']"
796,"['296', '527', '593', '1196']"
797,"['296', '318', '593', '2571']"
798,"['296', '318', '356', '527', '2571', '2959']"
799,"['296', '356', '527', '593', '2959']"
800,"['318', '356', '593', '1196', '2571']"
801,"['318', '356', '527', '593', '1196', '2571']"
802,"['318', '356', '527', '593', '2571', '2959']"
803,"['318', '356', '593', '2571', '2959']"
804,"['318', '356', '527', '1196']"
805,"['318', '2571', '2959']"
806,"['318', '1196', '2959']"
807,"['318', '527', '2959']"
808,"['318', '2571', '2959']"
809,"['318', '356', '593', '1196', '2571', '2959']"
810,"['318', '356', '1196', '2571', '2959']"
811,"['318', '1196', '2959']"
812,"['318', '593', '2571', '2959']"
813,"['318', '356', '527', '593', '2571', '2959']"
814,"['318', '527', '593', '1196', '2959']"
815,"['318', '356']"
816,"['318', '356', '1196', '2959']"
817,"['318', '356', '593', '2571', '2959']"
818,"['318', '527']"
819,"['318', '527', '593', '1196', '2959']"
820,"['318', '356', '527', '593', '2571', '2959']"
821,"['318', '527']"
822,"['318', '356', '593', '1196', '2571']"
823,"['318', '356', '1196', '2571', '2959']"
824,"['318', '356', '527', '593', '2571']"
825,"['318', '356', '1196', '2571', '2959']"
826,"['318', '1196', '2571']"
827,"['318', '527', '593', '2571', '2959']"
828,"['318', '356', '527', '593', '1196', '2571']"
829,"['318', '2571', '2959']"
830,"['318', '356', '1196', '2959']"
831,"['318', '593', '2571']"
832,"['318', '593', '2959']"
833,"['318', '356', '1196', '2571', '2959']"
834,"['318', '356']"
835,"['318', '356', '527', '593', '2959']"
836,"['318', '356', '527', '593', '2571']"
837,"['318', '356', '593', '1196', '2571', '2959']"
838,"['318', '527', '593', '1196', '2959']"
839,"['318', '2571', '2959']"
840,"['318', '593']"
841,"['318', '356']"
842,"['318', '356', '593', '2959']"
843,"['318', '356', '527', '593']"
844,"['318', '593', '1196']"
845,"['318', '527', '2571']"
846,"['318', '593', '1196']"
847,"['318', '356', '593', '1196', '2959']"
848,"['318', '356', '527', '1196', '2571', '2959']"
849,"['318', '356', '527', '593', '2571']"
850,"['318', '1196']"
851,"['318', '1196']"
852,"['318', '593', '1196']"
853,"['318', '356', '593', '1196', '2571']"
854,"['318', '356', '527', '2959']"
855,"['318', '356', '1196']"
856,"['318', '356', '527', '593', '2571', '2959']"
857,"['318', '527', '1196', '2959']"
858,"['318', '356', '593']"
859,"['318', '356', '527', '2571']"
860,"['318', '356', '527', '2959']"
861,"['318', '527', '593']"
862,"['318', '356', '527', '593', '2959']"
863,"['318', '1196', '2571']"
865,"['318', '356', '2571', '2959']"
866,"['318', '356', '527', '593', '2959']"
867,"['318', '593', '2571']"
868,"['318', '356', '593', '2571', '2959']"
869,"['318', '356', '527', '2571']"
870,"['318', '356', '527', '593']"
871,"['318', '1196', '2571']"
872,"['318', '356', '527', '593', '1196', '2959']"
873,"['318', '593', '2959']"
874,"['318', '593', '1196']"
875,"['318', '356', '1196']"
876,"['318', '356', '2959']"
877,"['318', '593', '2571']"
878,"['318', '527', '1196']"
879,"['318', '356', '527', '593', '1196', '2571']"
880,"['318', '356', '593', '2571', '2959']"
881,"['318', '2571', '2959']"
882,"['318', '356', '1196', '2959']"
883,"['318', '356', '527', '1196', '2959']"
884,"['318', '356', '527', '593', '1196', '2959']"
885,"['318', '356', '527', '593', '2959']"
886,"['318', '527']"
887,"['318', '2571', '2959']"
888,"['318', '356', '2571', '2959']"
889,"['318', '527', '1196', '2959']"
890,"['318', '1196', '2571']"
891,"['318', '527', '1196', '2959']"
892,"['318', '356', '527', '1196', '2571', '2959']"
893,"['318', '356', '527', '1196', '2571', '2959']"
894,"['318', '527', '1196', '2571']"
895,"['318', '593', '2571']"
896,"['318', '527', '593', '1196', '2959']"
897,"['318', '356', '593', '1196', '2571']"
898,"['318', '527', '593']"
899,"['318', '527', '2571', '2959']"
900,"['318', '593', '2959']"
901,"['318', '356', '2571']"
902,"['318', '593', '1196', '2571']"
903,"['318', '527', '593', '2571']"
904,"['318', '356', '527', '593']"
905,"['318', '527', '593', '1196']"
906,"['318', '356', '527', '2571', '2959']"
907,"['318', '2571']"
908,"['318', '2571', '2959']"
909,"['318', '527', '593', '2571', '2959']"
910,"['318', '356', '1196', '2959']"
911,"['318', '593', '1196']"
912,"['318', '527', '593', '2571', '2959']"
913,"['318', '593', '2959']"
914,"['318', '356', '527', '1196']"
915,"['318', '1196', '2571']"
916,"['318', '356', '593', '2571', '2959']"
917,"['318', '593']"
918,"['318', '356', '1196', '2571']"
919,"['318', '527', '2571']"
920,"['318', '356', '593', '2571', '2959']"
921,"['318', '593', '2571', '2959']"
922,"['318', '356']"
923,"['318', '356', '527', '593', '1196', '2959']"
924,"['318', '2571', '2959']"
925,"['318', '356', '527', '593', '1196', '2571']"
926,"['318', '356', '527', '1196', '2959']"
927,"['318', '356', '527', '593', '1196', '2959']"
928,"['318', '356', '1196']"
929,"['318', '593']"
930,"['318', '527', '2959']"
931,"['318', '356', '527', '593', '2959']"
932,"['318', '593', '2959']"
933,"['318', '356', '593']"
934,"['318', '593', '1196']"
935,"['318', '593', '1196', '2959']"
936,"['318', '527', '2571']"
937,"['318', '593', '2571', '2959']"
938,"['318', '1196', '2571']"
939,"['318', '593', '2571']"
940,"['318', '527', '593', '2959']"
941,"['318', '356', '593', '2571']"
942,"['318', '356', '593', '2571', '2959']"
943,"['318', '356', '1196']"
944,"['318', '1196', '2571']"
945,"['318', '356', '527', '593', '1196', '2571']"
946,"['318', '356', '527', '2959']"
947,"['318', '593', '2571']"
948,"['318', '356', '527', '593', '1196']"
949,"['318', '2959']"
950,"['318', '356', '593', '2571', '2959']"
951,"['318', '356', '527', '593', '2571', '2959']"
952,"['318', '356', '593', '2959']"
953,"['318', '527', '593', '1196', '2959']"
954,"['318', '2959']"
955,"['318', '527', '593', '1196', '2571', '2959']"
956,"['318', '527', '593', '1196', '2571', '2959']"
957,"['318', '527', '593', '1196', '2959']"
958,"['318', '356', '527', '593', '1196']"
959,"['318', '356', '1196', '2959']"
960,"['318', '356', '527', '1196', '2571', '2959']"
961,"['318', '593']"
962,"['318', '2571']"
963,"['318', '356', '527', '1196', '2571', '2959']"
964,"['318', '356', '527', '2959']"
965,"['318', '1196', '2571']"
966,"['318', '356', '527', '593', '1196', '2571']"
967,"['318', '527', '593', '1196', '2571', '2959']"
969,"['318', '527', '593']"
970,"['318', '527', '1196', '2959']"
971,"['318', '527', '2571', '2959']"
972,"['318', '527', '593', '2571', '2959']"
973,"['318', '356', '527']"
974,"['318', '527', '1196', '2571', '2959']"
975,"['318', '356', '2571', '2959']"
976,"['318', '356', '593', '1196', '2571']"
977,"['318', '2571', '2959']"
978,"['318', '356', '527', '2571', '2959']"
979,"['318', '356', '527', '1196', '2959']"
980,"['318', '356', '527', '2571']"
981,"['318', '356', '2571']"
982,"['318', '356', '527', '593', '1196']"
983,"['318', '527', '1196', '2571']"
984,"['318', '1196', '2571']"
985,"['318', '356', '2959']"
987,"['318', '593', '1196', '2571', '2959']"
988,"['318', '1196', '2571']"
989,"['318', '356', '1196', '2959']"
990,"['318', '527', '2959']"
991,"['318', '527', '593', '1196']"
992,"['318', '356', '527', '593', '2959']"
993,"['318', '527', '593', '2959']"
994,"['318', '593', '1196']"
995,"['318', '356', '527', '1196', '2571', '2959']"
996,"['318', '356', '527', '1196', '2571', '2959']"
997,"['318', '356', '527', '2959']"
998,"['318', '356', '593', '2959']"
999,"['318', '356', '527', '593', '2959']"
1000,"['356', '593']"
1001,"['356', '2571']"
1002,"['356', '527', '1196', '2959']"
1003,"['356', '2571', '2959']"
1004,"['356', '1196', '2571']"
1005,"['356', '2571']"
1007,"['356', '1196', '2571']"
1008,"['356', '2959']"
1009,"['356', '593', '1196', '2959']"
1010,"['356', '527', '593', '2571']"
1011,"['356', '527', '593', '2571']"
1012,"['356', '527', '2571', '2959']"
1014,"['356', '527', '2959']"
1015,"['356', '527', '2959']"
1016,"['356', '593', '2571']"
1017,"['356', '527', '1196', '2959']"
1018,"['356', '527', '593', '1196', '2571', '2959']"
1019,"['356', '527', '593', '1196', '2959']"
1020,"['356', '593', '2571']"
1021,"['356', '593', '2571']"
1022,"['356', '593']"
1023,"['356', '593', '1196', '2959']"
1024,"['356', '593', '2571', '2959']"
1025,"['356', '527', '1196']"
1026,"['356', '527']"
1027,"['356', '527', '2571', '2959']"
1028,"['356', '593', '1196', '2571']"
1029,"['356', '527', '593']"
1030,"['356', '593', '1196', '2959']"
1031,"['356', '527', '2571']"
1032,"['356', '527', '1196', '2571', '2959']"
1033,"['356', '527', '1196', '2571']"
1034,"['356', '2959']"
1035,"['356', '593', '1196']"
1036,"['356', '593', '1196', '2571']"
1037,"['356', '593', '2571']"
1038,"['356', '1196', '2571']"
1039,"['356', '1196', '2959']"
1040,"['356', '527', '2959']"
1041,"['356', '593', '1196', '2571']"
1042,"['356', '527', '2571']"
1043,"['356', '593', '2571']"
1044,"['356', '527', '2959']"
1045,"['356', '527', '593', '1196']"
1046,"['356', '593', '2959']"
1047,"['356', '527', '593', '1196']"
1048,"['356', '527', '2959']"
1049,"['356', '593']"
1050,"['356', '1196']"
1051,"['356', '2571']"
1052,"['356', '527', '593', '2959']"
1053,"['356', '1196', '2571', '2959']"
1054,"['356', '527', '593']"
1055,"['356', '593', '2959']"
1056,"['356', '527', '2571']"
1057,"['356', '1196']"
1058,"['356', '527', '593', '2571', '2959']"
1059,"['356', '1196']"
1060,"['356', '527', '1196', '2571']"
1061,"['356', '593', '2959']"
1062,"['356', '527', '593', '1196', '2571', '2959']"
1063,"['356', '1196']"
1064,"['356', '527', '1196', '2571']"
1065,"['356', '593', '2571', '2959']"
1066,"['356', '527']"
1067,"['356', '527', '1196', '2959']"
1068,"['356', '1196', '2571', '2959']"
1069,"['356', '2959']"
1070,"['356', '527', '593', '1196']"
1071,"['356', '2571']"
1073,"['356', '593', '1196', '2959']"
1074,"['356', '593']"
1075,"['356', '527', '593', '1196', '2959']"
1076,"['356', '527', '1196']"
1077,"['356', '527', '593', '2571']"
1078,"['356', '593', '1196', '2571']"
1079,"['356', '1196', '2571', '2959']"
1080,"['356', '593', '1196']"
1081,"['356', '593', '1196']"
1082,"['356', '593', '1196', '2959']"
1083,"['356', '593', '1196', '2571']"
1084,"['356', '527', '593', '2571', '2959']"
1085,"['356', '593', '1196', '2571']"
1086,"['356', '1196', '2959']"
1087,"['356', '527', '1196']"
1088,"['356', '2571', '2959']"
1089,"['356', '527', '2571']"
1090,"['356', '1196', '2959']"
1091,"['356', '527', '593', '1196', '2571']"
1093,"['356', '527', '1196']"
1094,"['356', '593', '1196', '2571', '2959']"
1095,"['356', '2571']"
1096,"['356', '593', '2959']"
1097,"['356', '593', '1196', '2959']"
1098,"['356', '2571']"
1099,"['356', '527', '593', '2959']"
1100,"['356', '527', '1196', '2959']"
1101,"['356', '527', '593', '2571', '2959']"
1102,"['356', '593', '1196', '2959']"
1103,"['356', '593', '2959']"
1104,"['356', '527', '593', '2959']"
1105,"['356', '1196', '2571']"
1106,"['356', '1196', '2571']"
1107,"['356', '527', '593', '1196', '2959']"
1108,"['356', '593']"
1109,"['356', '1196', '2959']"
1110,"['356', '527', '593', '2959']"
1111,"['356', '527', '2959']"
1112,"['356', '527', '593']"
1113,"['356', '1196']"
1114,"['356', '593']"
1115,"['356', '593', '1196', '2571']"
1116,"['356', '527', '1196', '2571', '2959']"
1117,"['356', '593', '1196', '2571', '2959']"
1118,"['356', '593', '1196', '2959']"
1119,"['356', '593', '2571', '2959']"
1120,"['356', '2571', '2959']"
1121,"['356', '527', '1196', '2959']"
1122,"['356', '527', '593', '2571', '2959']"
1123,"['356', '527', '593']"
1124,"['356', '527', '1196', '2959']"
1125,"['356', '527', '1196', '2959']"
1126,"['356', '527']"
1127,"['356', '527', '593', '1196', '2959']"
1128,"['356', '593', '2571', '2959']"
1129,"['356', '527']"
1130,"['356', '527', '2571', '2959']"
1132,"['356', '593', '1196', '2959']"
1133,"['356', '593', '1196', '2959']"
1134,"['356', '593', '1196']"
1135,"['356', '593']"
1136,"['356', '527', '593', '1196', '2959']"
1137,"['356', '527']"
1138,"['356', '527', '2959']"
1139,"['356', '593', '2959']"
1140,"['356', '527', '2571']"
1141,"['356', '527', '1196', '2959']"
1142,"['356', '527', '593', '2571', '2959']"
1144,"['356', '527', '593']"
1145,"['356', '593']"
1146,"['356', '527', '593', '2959']"
1147,"['356', '2571']"
1148,"['356', '593', '1196', '2959']"
1150,"['356', '527', '1196', '2959']"
1151,"['356', '527', '593', '2571', '2959']"
1152,"['356', '527', '1196', '2571', '2959']"
1153,"['356', '593', '1196', '2959']"
1154,"['356', '593', '1196', '2571']"
1155,"['356', '2571', '2959']"
1156,"['356', '527', '593', '2571', '2959']"
1157,"['356', '593', '1196', '2571', '2959']"
1158,"['356', '527', '1196']"
1159,"['356', '527', '593', '2959']"
1160,"['356', '527', '593', '1196']"
1161,"['356', '527', '593', '1196', '2571', '2959']"
1162,"['356', '527', '593']"
1163,"['356', '527', '593', '1196', '2959']"
1164,"['356', '1196', '2959']"
1165,"['356', '593', '1196', '2571', '2959']"
1166,"['356', '1196', '2571']"
1167,"['356', '527', '593', '1196', '2571']"
1168,"['356', '593']"
1169,"['356', '527', '1196', '2959']"
1170,"['356', '527', '2571', '2959']"
1171,"['356', '593', '2571']"
1172,"['356', '1196', '2959']"
1173,"['356', '2959']"
1174,"['356', '527', '1196', '2571']"
1175,"['356', '593', '1196', '2571']"
1176,"['356', '2571', '2959']"
1177,"['356', '1196', '2959']"
1178,"['356', '527']"
1179,"['356', '593']"
1180,"['356', '527', '593', '2959']"
1181,"['356', '593', '1196', '2571', '2959']"
1182,"['356', '1196', '2959']"
1183,"['356', '593']"
1184,"['356', '2571', '2959']"
1185,"['356', '527', '593', '1196', '2571']"
1186,"['356', '593', '2959']"
1187,"['356', '593', '2571']"
1188,"['356', '2959']"
1189,"['356', '527', '1196', '2959']"
1190,"['356', '527', '593', '1196', '2959']"
1191,"['356', '527', '593']"
1192,"['356', '593', '2959']"
1193,"['356', '527', '593', '1196', '2571', '2959']"
1194,"['356', '1196', '2571', '2959']"
1195,"['356', '527', '2571']"
1196,"['356', '527', '593', '1196', '2571', '2959']"
1197,"['356', '527', '2959']"
1198,"['356', '593', '1196', '2571']"
1199,"['356', '1196', '2571']"
1200,"['527', '1196']"
1201,"['527', '1196', '2571', '2959']"
1202,"['527', '593', '2571', '2959']"
1203,"['527', '593']"
1204,"['527', '593', '1196', '2571', '2959']"
1206,"['527', '1196', '2571']"
1207,"['527', '2959']"
1208,"['527', '1196']"
1209,"['527', '593', '1196', '2571', '2959']"
1210,"['527', '1196']"
1211,"['527', '593', '1196', '2571']"
1212,"['527', '1196']"
1213,"['527', '593', '2571']"
1214,"['527', '1196', '2571']"
1215,"['527', '593', '2959']"
1216,"['527', '593', '1196', '2571', '2959']"
1217,"['527', '2959']"
1218,"['527', '593']"
1219,"['527', '593', '2571', '2959']"
1220,"['527', '593', '1196', '2571']"
1221,"['527', '1196']"
1222,"['527', '593', '1196', '2959']"
1223,"['527', '593', '1196', '2571', '2959']"
1224,"['527', '593', '1196', '2959']"
1225,"['527', '1196']"
1226,"['527', '1196', '2571', '2959']"
1227,"['527', '593', '2571']"
1228,"['527', '1196', '2571', '2959']"
1229,"['527', '593', '1196', '2959']"
1230,"['527', '1196', '2571']"
1231,"['527', '593', '1196', '2571']"
1232,"['527', '1196']"
1233,"['527', '2571', '2959']"
1234,"['527', '593', '1196']"
1235,"['527', '593', '1196', '2571']"
1236,"['527', '1196', '2571']"
1237,"['527', '1196', '2959']"
1238,"['527', '593', '2571', '2959']"
1239,"['527', '1196', '2959']"
1240,"['527', '2959']"
1241,"['527', '2959']"
1242,"['527', '593']"
1243,"['527', '593', '1196', '2571', '2959']"
1244,"['527', '1196', '2959']"
1245,"['527', '593', '1196', '2959']"
1246,"['527', '2571', '2959']"
1247,"['527', '593', '1196', '2959']"
1248,"['527', '1196', '2571', '2959']"
1249,"['527', '2571', '2959']"
1250,"['527', '593', '2959']"
1251,"['527', '2571', '2959']"
1252,"['527', '1196', '2571', '2959']"
1253,"['527', '593', '1196']"
1254,"['527', '593']"
1255,"['527', '1196', '2959']"
1256,"['527', '1196', '2571']"
1257,"['527', '593', '2571']"
1258,"['527', '1196', '2571', '2959']"
1259,"['527', '593', '2571']"
1260,"['527', '2959']"
1261,"['527', '593', '1196', '2571', '2959']"
1262,"['527', '593', '2571']"
1263,"['527', '2571']"
1264,"['527', '2571']"
1265,"['527', '2571']"
1266,"['527', '593', '1196']"
1267,"['527', '1196']"
1268,"['527', '1196']"
1269,"['527', '1196']"
1270,"['527', '593', '1196', '2571', '2959']"
1271,"['527', '593', '1196', '2571', '2959']"
1272,"['527', '2571', '2959']"
1273,"['527', '593', '1196', '2959']"
1274,"['527', '1196']"
1275,"['527', '593', '1196', '2571', '2959']"
1276,"['527', '593', '2571', '2959']"
1277,"['527', '593', '2959']"
1278,"['527', '593']"
1279,"['527', '1196']"
1280,"['527', '1196', '2959']"
1281,"['527', '593', '2571', '2959']"
1282,"['527', '1196', '2959']"
1283,"['527', '1196', '2959']"
1284,"['527', '2571', '2959']"
1285,"['527', '593', '1196']"
1286,"['527', '2571', '2959']"
1287,"['527', '1196']"
1288,"['527', '593', '2571', '2959']"
1289,"['527', '2571']"
1290,"['527', '1196', '2959']"
1291,"['527', '1196', '2571']"
1292,"['527', '1196']"
1293,"['527', '593', '1196', '2571']"
1294,"['527', '1196', '2571', '2959']"
1295,"['527', '593', '1196', '2571', '2959']"
1296,"['527', '1196', '2571']"
1297,"['527', '593']"
1298,"['527', '1196', '2571']"
1299,"['527', '1196', '2571', '2959']"
1300,"['527', '1196']"
1301,"['527', '2571', '2959']"
1302,"['527', '593', '1196', '2571', '2959']"
1304,"['527', '593', '2959']"
1305,"['527', '1196', '2571', '2959']"
1306,"['527', '593', '1196']"
1307,"['527', '2959']"
1308,"['527', '593', '2571']"
1309,"['527', '2571', '2959']"
1310,"['527', '1196', '2571', '2959']"
1311,"['527', '593', '1196', '2571']"
1312,"['527', '593', '1196', '2571']"
1313,"['527', '593', '2571', '2959']"
1314,"['527', '593', '1196']"
1315,"['527', '2571']"
1316,"['527', '1196', '2959']"
1317,"['527', '593', '1196', '2571']"
1318,"['527', '2571', '2959']"
1319,"['527', '1196']"
1320,"['527', '1196', '2959']"
1321,"['527', '593', '2959']"
1322,"['527', '1196']"
1323,"['527', '593', '1196']"
1324,"['527', '2571']"
1325,"['527', '593', '1196', '2571']"
1326,"['527', '593', '1196', '2959']"
1328,"['527', '593', '2959']"
1329,"['527', '2571', '2959']"
1330,"['527', '593', '1196']"
1331,"['527', '593', '1196', '2571', '2959']"
1332,"['527', '593', '1196', '2571', '2959']"
1333,"['527', '593', '2959']"
1334,"['527', '2571', '2959']"
1335,"['527', '593']"
1336,"['527', '593']"
1337,"['527', '2571']"
1338,"['527', '593', '1196', '2571']"
1339,"['527', '593', '2959']"
1340,"['527', '593', '1196', '2571']"
1341,"['527', '593', '1196', '2571', '2959']"
1343,"['527', '2571']"
1344,"['527', '1196', '2571']"
1345,"['527', '593', '2959']"
1346,"['527', '593', '1196', '2959']"
1347,"['527', '593', '1196']"
1349,"['527', '1196', '2959']"
1350,"['527', '1196', '2571', '2959']"
1351,"['527', '593', '1196', '2571']"
1352,"['527', '1196', '2571', '2959']"
1353,"['527', '593', '1196', '2571']"
1354,"['527', '593', '2571', '2959']"
1355,"['527', '593', '1196']"
1356,"['527', '1196', '2571', '2959']"
1357,"['527', '2571']"
1358,"['527', '1196', '2959']"
1359,"['527', '2571', '2959']"
1360,"['527', '1196', '2571', '2959']"
1361,"['527', '1196', '2571']"
1362,"['527', '593', '2571']"
1363,"['527', '593', '1196', '2571']"
1364,"['527', '2571']"
1365,"['527', '593']"
1366,"['527', '1196', '2959']"
1367,"['527', '593', '2959']"
1368,"['527', '1196', '2959']"
1369,"['527', '2571']"
1370,"['527', '593', '2571', '2959']"
1371,"['527', '593', '1196']"
1372,"['527', '593']"
1373,"['527', '593']"
1374,"['527', '1196', '2571', '2959']"
1375,"['527', '2571', '2959']"
1376,"['527', '1196', '2959']"
1377,"['527', '593', '1196', '2571']"
1378,"['527', '593', '1196', '2959']"
1379,"['527', '2959']"
1380,"['527', '2571']"
1381,"['527', '1196']"
1382,"['527', '593', '2571']"
1383,"['527', '2571', '2959']"
1384,"['527', '593', '1196', '2959']"
1385,"['527', '593', '1196', '2571']"
1386,"['527', '593', '1196', '2571']"
1387,"['527', '2571']"
1388,"['527', '2571']"
1389,"['527', '1196', '2571', '2959']"
1390,"['527', '2959']"
1391,"['527', '1196', '2571', '2959']"
1392,"['527', '1196', '2571', '2959']"
1393,"['527', '1196']"
1394,"['527', '1196']"
1395,"['527', '1196', '2959']"
1396,"['527', '1196', '2959']"
1397,"['527', '1196', '2959']"
1398,"['527', '593', '2571', '2959']"
1399,"['527', '593']"
1400,"['593', '1196', '2959']"
1401,"['593', '2571']"
1402,"['593', '2571']"
1403,"['593', '1196', '2571', '2959']"
1404,"['593', '2571']"
1405,"['593', '2959']"
1407,"['593', '2571']"
1409,"['593', '1196', '2959']"
1411,"['593', '2571', '2959']"
1412,"['593', '1196']"
1413,"['593', '2959']"
1414,"['593', '1196', '2571']"
1415,"['593', '1196']"
1416,"['593', '2571']"
1417,"['593', '1196', '2571', '2959']"
1418,"['593', '2571', '2959']"
1419,"['593', '2571']"
1420,"['593', '1196']"
1421,"['593', '2959']"
1422,"['593', '1196', '2571']"
1423,"['593', '1196', '2571']"
1424,"['593', '1196']"
1425,"['593', '1196', '2571']"
1426,"['593', '1196', '2571', '2959']"
1427,"['593', '2571']"
1428,"['593', '2571', '2959']"
1429,"['593', '2571', '2959']"
1430,"['593', '1196']"
1431,"['593', '1196', '2571', '2959']"
1432,"['593', '1196']"
1433,"['593', '2571', '2959']"
1434,"['593', '2959']"
1435,"['593', '2571']"
1436,"['593', '2571']"
1437,"['593', '2959']"
1438,"['593', '2571', '2959']"
1439,"['593', '2959']"
1441,"['593', '1196', '2571']"
1442,"['593', '1196']"
1444,"['593', '1196', '2571']"
1445,"['593', '1196', '2959']"
1446,"['593', '2571']"
1447,"['593', '2571', '2959']"
1448,"['593', '2571', '2959']"
1449,"['593', '2959']"
1450,"['593', '1196', '2959']"
1451,"['593', '1196', '2571', '2959']"
1452,"['593', '2571', '2959']"
1453,"['593', '2571', '2959']"
1454,"['593', '2959']"
1455,"['593', '2571', '2959']"
1456,"['593', '2571']"
1457,"['593', '1196', '2959']"
1460,"['593', '1196', '2571', '2959']"
1461,"['593', '1196', '2571', '2959']"
1462,"['593', '1196', '2959']"
1463,"['593', '1196', '2959']"
1464,"['593', '1196', '2571']"
1465,"['593', '1196']"
1466,"['593', '1196']"
1467,"['593', '2571', '2959']"
1468,"['593', '2571', '2959']"
1469,"['593', '1196', '2571', '2959']"
1470,"['593', '2571']"
1472,"['593', '2571', '2959']"
1473,"['593', '2571', '2959']"
1474,"['593', '1196', '2571', '2959']"
1475,"['593', '1196', '2959']"
1476,"['593', '1196', '2959']"
1477,"['593', '1196']"
1478,"['593', '2571', '2959']"
1479,"['593', '1196']"
1481,"['593', '1196', '2959']"
1482,"['593', '1196', '2571', '2959']"
1483,"['593', '2959']"
1484,"['593', '2571', '2959']"
1486,"['593', '1196', '2959']"
1487,"['593', '2571']"
1488,"['593', '2959']"
1489,"['593', '1196', '2959']"
1490,"['593', '2571', '2959']"
1491,"['593', '1196']"
1492,"['593', '2959']"
1493,"['593', '2571']"
1494,"['593', '1196', '2571', '2959']"
1495,"['593', '2959']"
1496,"['593', '1196', '2571']"
1497,"['593', '1196', '2571', '2959']"
1498,"['593', '1196']"
1499,"['593', '2959']"
1500,"['593', '2959']"
1501,"['593', '1196', '2959']"
1502,"['593', '1196', '2571']"
1503,"['593', '2959']"
1504,"['593', '1196', '2571', '2959']"
1505,"['593', '2571']"
1506,"['593', '2959']"
1507,"['593', '2959']"
1508,"['593', '1196']"
1509,"['593', '1196', '2959']"
1510,"['593', '2571', '2959']"
1511,"['593', '2571']"
1513,"['593', '2571']"
1514,"['593', '2571']"
1515,"['593', '2571']"
1516,"['593', '2571', '2959']"
1517,"['593', '2959']"
1518,"['593', '1196', '2959']"
1520,"['593', '1196']"
1521,"['593', '1196', '2571', '2959']"
1522,"['593', '2571', '2959']"
1524,"['593', '2959']"
1525,"['593', '2571']"
1526,"['593', '1196', '2959']"
1527,"['593', '2571']"
1529,"['593', '2571', '2959']"
1530,"['593', '1196', '2571', '2959']"
1531,"['593', '1196', '2571']"
1532,"['593', '1196', '2571']"
1533,"['593', '2571']"
1534,"['593', '1196', '2571', '2959']"
1535,"['593', '2959']"
1536,"['593', '1196', '2571', '2959']"
1537,"['593', '1196']"
1538,"['593', '1196']"
1539,"['593', '2571', '2959']"
1541,"['593', '1196', '2959']"
1542,"['593', '2959']"
1543,"['593', '1196', '2571']"
1544,"['593', '2571', '2959']"
1545,"['593', '1196']"
1546,"['593', '1196']"
1548,"['593', '1196']"
1549,"['593', '2571', '2959']"
1550,"['593', '2959']"
1551,"['593', '1196', '2571', '2959']"
1552,"['593', '1196', '2571']"
1553,"['593', '2959']"
1554,"['593', '1196', '2959']"
1555,"['593', '1196', '2571', '2959']"
1556,"['593', '2959']"
1558,"['593', '1196', '2959']"
1559,"['593', '1196', '2571']"
1560,"['593', '2571', '2959']"
1561,"['593', '1196', '2571', '2959']"
1562,"['593', '1196']"
1563,"['593', '1196', '2959']"
1564,"['593', '1196', '2571', '2959']"
1565,"['593', '2959']"
1566,"['593', '1196', '2959']"
1567,"['593', '1196', '2959']"
1568,"['593', '1196', '2571', '2959']"
1569,"['593', '2959']"
1570,"['593', '1196', '2959']"
1571,"['593', '1196']"
1572,"['593', '2959']"
1573,"['593', '2571']"
1574,"['593', '1196']"
1575,"['593', '2571']"
1576,"['593', '2571', '2959']"
1578,"['593', '2959']"
1579,"['593', '1196', '2959']"
1580,"['593', '2959']"
1581,"['593', '1196']"
1582,"['593', '1196', '2571']"
1584,"['593', '2959']"
1585,"['593', '2959']"
1586,"['593', '1196', '2571', '2959']"
1587,"['593', '2571', '2959']"
1588,"['593', '2959']"
1589,"['593', '1196']"
1590,"['593', '1196', '2571']"
1591,"['593', '1196', '2571']"
1592,"['593', '2959']"
1593,"['593', '2571']"
1594,"['593', '2571', '2959']"
1595,"['593', '2571', '2959']"
1596,"['593', '2571']"
1597,"['593', '2959']"
1598,"['593', '1196', '2959']"
1599,"['593', '2571', '2959']"
1600,"['2571', '2959']"
