,movie_candidates
809,"['356', '593', '2571']"
810,"['356', '527', '2571']"
811,"['356', '527', '1196', '2959']"
812,"['356', '527', '2571']"
813,"['356', '527', '593', '2571', '2959']"
814,"['356', '527', '1196', '2959']"
815,"['356', '527', '593', '1196', '2571']"
816,"['356', '527', '593', '1196', '2959']"
817,"['356', '593', '1196']"
818,"['356', '527', '593', '2571', '2959']"
820,"['356', '593', '1196', '2571']"
821,"['356', '1196', '2571', '2959']"
822,"['356', '527', '593', '1196', '2571']"
823,"['356', '527', '593', '1196', '2571']"
824,"['356', '593', '1196', '2571', '2959']"
825,"['356', '593', '1196']"
826,"['356', '593', '1196']"
827,"['356', '527', '2959']"
828,"['356', '593', '1196']"
829,"['356', '2571']"
830,"['356', '527', '593', '2571']"
831,"['356', '2571', '2959']"
832,"['356', '1196', '2571']"
833,"['356', '527', '593', '2571']"
834,"['356', '2571', '2959']"
835,"['356', '527', '593', '1196', '2959']"
836,"['356', '527', '593', '2571']"
837,"['356', '1196', '2959']"
838,"['356', '527', '1196', '2571', '2959']"
839,"['356', '527', '593', '1196', '2571']"
840,"['356', '527', '593', '2959']"
843,"['356', '527', '593']"
844,"['356', '527', '1196', '2571', '2959']"
845,"['356', '527', '593', '2571', '2959']"
846,"['356', '593', '1196', '2571']"
847,"['356', '527', '593', '1196', '2959']"
848,"['356', '527', '2571']"
849,"['356', '1196', '2571']"
850,"['356', '527', '593']"
851,"['356', '527', '593', '1196']"
852,"['356', '2571']"
853,"['356', '593', '2571', '2959']"
854,"['356', '527']"
855,"['356', '1196', '2959']"
856,"['356', '527', '593', '1196', '2959']"
857,"['356', '527', '593']"
858,"['356', '593', '2571', '2959']"
859,"['356', '527', '593', '1196']"
860,"['356', '527', '2959']"
861,"['356', '593', '1196', '2571', '2959']"
862,"['356', '593', '1196']"
863,"['356', '527', '1196', '2571', '2959']"
864,"['356', '2571']"
865,"['356', '527', '593', '1196']"
866,"['356', '527', '593', '1196', '2571']"
867,"['356', '527', '593', '1196', '2571']"
868,"['356', '2959']"
869,"['356', '527', '2571', '2959']"
870,"['356', '527', '593', '1196']"
871,"['356', '2571', '2959']"
872,"['356', '593', '2571']"
873,"['356', '527', '593', '1196', '2959']"
874,"['356', '593', '1196', '2959']"
875,"['356', '527', '593', '2959']"
876,"['356', '527', '1196', '2571', '2959']"
877,"['356', '527', '593', '2959']"
878,"['356', '527', '593', '2571']"
879,"['356', '527', '593']"
880,"['356', '2571']"
881,"['356', '1196', '2571', '2959']"
882,"['356', '593', '2571']"
883,"['356', '593', '1196']"
884,"['356', '527', '593', '1196']"
885,"['356', '527', '2571']"
886,"['356', '527', '2571', '2959']"
887,"['356', '593', '1196']"
888,"['356', '593', '1196', '2959']"
889,"['356', '527']"
890,"['356', '1196']"
891,"['356', '527', '2571']"
892,"['356', '527', '593', '2571']"
893,"['356', '593', '2571']"
894,"['356', '527', '593', '1196']"
895,"['356', '527', '1196', '2571', '2959']"
896,"['356', '527', '1196']"
897,"['356', '1196']"
898,"['356', '593']"
899,"['356', '527', '2571', '2959']"
900,"['527', '593', '2571', '2959']"
902,"['527', '593', '1196', '2571']"
903,"['527', '593', '2571']"
904,"['527', '1196']"
905,"['527', '593', '1196', '2571', '2959']"
906,"['527', '2571', '2959']"
907,"['527', '593', '2571', '2959']"
908,"['527', '2959']"
909,"['527', '1196']"
911,"['527', '1196', '2571']"
912,"['527', '593']"
913,"['527', '593', '2571']"
915,"['527', '2959']"
916,"['527', '1196']"
917,"['527', '1196', '2571', '2959']"
918,"['527', '593', '1196', '2571']"
919,"['527', '593']"
920,"['527', '2571', '2959']"
921,"['527', '1196', '2959']"
922,"['527', '593', '1196', '2571', '2959']"
923,"['527', '593', '2571']"
924,"['527', '593', '1196', '2571', '2959']"
925,"['527', '593', '2571', '2959']"
926,"['527', '2571', '2959']"
927,"['527', '2571']"
928,"['527', '593', '2959']"
929,"['527', '593', '1196']"
930,"['527', '593', '2959']"
931,"['527', '2959']"
932,"['527', '2571', '2959']"
934,"['527', '1196', '2571', '2959']"
935,"['527', '593', '2571']"
936,"['527', '1196', '2959']"
937,"['527', '593', '1196', '2959']"
938,"['527', '1196']"
939,"['527', '1196', '2571', '2959']"
940,"['527', '2571']"
941,"['527', '593']"
942,"['527', '593', '1196']"
943,"['527', '593', '2571']"
944,"['527', '593', '2959']"
945,"['527', '593', '2571', '2959']"
946,"['527', '593']"
947,"['527', '593']"
948,"['527', '593', '1196', '2571']"
949,"['527', '593', '1196', '2571', '2959']"
950,"['527', '593', '2959']"
951,"['527', '2571', '2959']"
952,"['527', '593', '2571', '2959']"
953,"['527', '1196']"
954,"['527', '2571']"
955,"['527', '1196', '2571', '2959']"
956,"['527', '2571', '2959']"
957,"['527', '2571', '2959']"
958,"['527', '2571']"
959,"['527', '1196', '2959']"
960,"['527', '1196', '2571', '2959']"
961,"['527', '593']"
962,"['527', '2571', '2959']"
963,"['527', '593', '1196', '2571', '2959']"
964,"['527', '2959']"
965,"['527', '2571', '2959']"
966,"['527', '2959']"
967,"['527', '593', '2959']"
968,"['527', '593', '1196', '2959']"
969,"['527', '1196', '2571', '2959']"
970,"['527', '593', '1196', '2571']"
971,"['527', '1196', '2571']"
972,"['527', '593', '2959']"
973,"['527', '593', '1196', '2571', '2959']"
974,"['527', '593', '1196', '2959']"
975,"['527', '1196', '2571']"
976,"['527', '1196', '2571', '2959']"
977,"['527', '2959']"
978,"['527', '2571', '2959']"
979,"['527', '593', '2571']"
980,"['527', '593', '1196']"
981,"['527', '593', '2571']"
982,"['527', '593', '1196', '2959']"
983,"['527', '2959']"
984,"['527', '593', '1196', '2571', '2959']"
985,"['527', '2959']"
986,"['527', '2571', '2959']"
987,"['527', '593', '1196', '2571']"
988,"['527', '2571']"
989,"['527', '593', '1196', '2571']"
990,"['527', '1196', '2959']"
991,"['527', '593', '1196', '2571']"
992,"['527', '2571']"
993,"['527', '1196', '2571', '2959']"
994,"['527', '593', '1196', '2959']"
995,"['527', '593', '1196', '2571']"
996,"['527', '593', '1196', '2959']"
997,"['527', '593', '2571']"
998,"['527', '2571']"
999,"['527', '593', '1196', '2571']"
1001,"['527', '593']"
1002,"['527', '593']"
1003,"['527', '593', '1196']"
1004,"['527', '593', '1196', '2571']"
1005,"['527', '593', '1196', '2571']"
1006,"['527', '593', '1196', '2571', '2959']"
1007,"['527', '593', '1196', '2959']"
1008,"['527', '2571', '2959']"
1009,"['527', '593', '1196', '2571']"
1010,"['527', '593', '1196', '2959']"
1011,"['527', '593', '2571', '2959']"
1012,"['527', '593', '2959']"
1013,"['527', '593', '1196', '2959']"
1014,"['527', '1196', '2959']"
1015,"['527', '2959']"
1016,"['527', '1196', '2571']"
1017,"['527', '1196']"
1018,"['527', '593', '1196', '2959']"
1019,"['527', '593', '1196', '2571', '2959']"
1020,"['527', '593', '2959']"
1021,"['527', '1196']"
1022,"['527', '2959']"
1023,"['527', '1196']"
1024,"['527', '1196', '2571']"
1025,"['527', '593', '2571']"
1026,"['527', '1196', '2571']"
1027,"['527', '593', '1196', '2959']"
1028,"['527', '593']"
1029,"['527', '593', '1196', '2571']"
1030,"['527', '593', '1196', '2571', '2959']"
1031,"['527', '593', '1196', '2571']"
1032,"['527', '593', '2571']"
1033,"['527', '593', '1196']"
1034,"['527', '2571', '2959']"
1035,"['527', '1196', '2959']"
1036,"['527', '1196', '2571']"
1037,"['527', '1196', '2571']"
1038,"['527', '593', '2571', '2959']"
1039,"['527', '593', '1196', '2571', '2959']"
1040,"['527', '593', '2571']"
1041,"['527', '593', '1196', '2571', '2959']"
1042,"['527', '1196']"
1043,"['527', '1196', '2571', '2959']"
1044,"['527', '593', '2571', '2959']"
1045,"['527', '593', '1196', '2959']"
1046,"['527', '1196', '2571', '2959']"
1047,"['527', '1196', '2959']"
1048,"['527', '593']"
1049,"['527', '593', '2571']"
1050,"['593', '1196', '2959']"
1051,"['593', '1196']"
1052,"['593', '2571']"
1053,"['593', '1196', '2959']"
1054,"['593', '2959']"
1055,"['593', '1196']"
1056,"['593', '2571']"
1057,"['593', '2959']"
1058,"['593', '1196', '2571']"
1059,"['593', '2959']"
1060,"['593', '1196', '2959']"
1061,"['593', '2571']"
1062,"['593', '1196', '2959']"
1063,"['593', '2571']"
1064,"['593', '1196', '2571', '2959']"
1065,"['593', '1196', '2571', '2959']"
1066,"['593', '2571', '2959']"
1067,"['593', '2571', '2959']"
1068,"['593', '2571']"
1069,"['593', '1196', '2959']"
1070,"['593', '1196', '2959']"
1072,"['593', '1196', '2571', '2959']"
1073,"['593', '2959']"
1074,"['593', '1196']"
1075,"['593', '1196']"
1076,"['593', '1196', '2571', '2959']"
1077,"['593', '1196', '2571']"
1079,"['593', '1196']"
1081,"['593', '1196', '2959']"
1083,"['593', '2571', '2959']"
1084,"['593', '1196', '2959']"
1085,"['593', '1196', '2571', '2959']"
1086,"['593', '2571', '2959']"
1087,"['593', '2959']"
1089,"['593', '2571']"
1090,"['593', '1196']"
1091,"['593', '2571', '2959']"
1092,"['593', '2959']"
1093,"['593', '1196']"
1094,"['593', '1196', '2571', '2959']"
1096,"['593', '2571', '2959']"
1097,"['593', '1196']"
1099,"['593', '1196', '2959']"
1101,"['593', '2571']"
1102,"['593', '1196', '2571']"
1103,"['593', '2959']"
1104,"['593', '2571', '2959']"
1105,"['593', '1196', '2571', '2959']"
1106,"['593', '1196']"
1107,"['593', '1196']"
1108,"['593', '1196', '2571']"
1109,"['593', '2959']"
1110,"['593', '2959']"
1111,"['593', '1196']"
1112,"['593', '2959']"
1113,"['593', '1196', '2571']"
1114,"['593', '1196']"
1116,"['593', '1196']"
1117,"['593', '2571']"
1118,"['593', '1196', '2571']"
1119,"['593', '1196', '2959']"
1121,"['593', '1196']"
1122,"['593', '1196', '2571', '2959']"
1123,"['593', '1196', '2571', '2959']"
1124,"['593', '2571']"
1125,"['593', '2571']"
1126,"['593', '1196', '2571']"
1127,"['593', '1196']"
1128,"['593', '1196', '2571']"
1130,"['593', '2571']"
1131,"['593', '1196', '2571', '2959']"
1132,"['593', '1196', '2571', '2959']"
1133,"['593', '2571', '2959']"
1134,"['593', '1196', '2571']"
1135,"['593', '1196', '2571']"
1136,"['593', '2571']"
1137,"['593', '1196', '2571', '2959']"
1138,"['593', '2571']"
1139,"['593', '1196']"
1140,"['593', '2959']"
1141,"['593', '1196', '2571', '2959']"
1142,"['593', '1196', '2571']"
1143,"['593', '2959']"
1144,"['593', '1196', '2571', '2959']"
1145,"['593', '1196', '2959']"
1146,"['593', '2571', '2959']"
1148,"['593', '2571']"
1150,"['593', '1196', '2571']"
1151,"['593', '2959']"
1152,"['593', '1196', '2959']"
1153,"['593', '1196', '2959']"
1154,"['593', '1196', '2959']"
1156,"['593', '1196', '2571']"
1157,"['593', '2959']"
1158,"['593', '1196', '2571', '2959']"
1159,"['593', '2571']"
1160,"['593', '1196', '2571']"
1161,"['593', '1196', '2959']"
1162,"['593', '1196', '2571', '2959']"
1163,"['593', '2959']"
1164,"['593', '2571']"
1165,"['593', '1196', '2571']"
1166,"['593', '1196', '2571']"
1167,"['593', '1196', '2959']"
1168,"['593', '1196', '2959']"
1169,"['593', '2571']"
1171,"['593', '1196']"
1172,"['593', '2571']"
1173,"['593', '2571', '2959']"
1174,"['593', '1196', '2571']"
1175,"['593', '2571', '2959']"
1177,"['593', '1196', '2959']"
1178,"['593', '1196', '2571', '2959']"
1179,"['593', '1196', '2571', '2959']"
1180,"['593', '1196', '2571', '2959']"
1181,"['593', '1196']"
1184,"['593', '2571', '2959']"
1185,"['593', '1196', '2571']"
1186,"['593', '2571']"
1187,"['593', '1196', '2959']"
1188,"['593', '1196']"
1189,"['593', '1196', '2571']"
1190,"['593', '1196', '2571', '2959']"
1191,"['593', '1196', '2959']"
1192,"['593', '1196']"
1193,"['593', '1196', '2959']"
1194,"['593', '2959']"
1195,"['593', '2571']"
1196,"['593', '2959']"
1197,"['593', '1196', '2959']"
1198,"['593', '2959']"
1199,"['593', '1196', '2571', '2959']"
1200,"['2571', '2959']"
1201,"['2571', '2959']"
1202,"['2571', '2959']"
1206,"['2571', '2959']"
1207,"['2571', '2959']"
1211,"['2571', '2959']"
1218,"['2571', '2959']"
1220,"['2571', '2959']"
1221,"['2571', '2959']"
1226,"['2571', '2959']"
1228,"['2571', '2959']"
1230,"['2571', '2959']"
1231,"['2571', '2959']"
1232,"['2571', '2959']"
1233,"['2571', '2959']"
1235,"['2571', '2959']"
1236,"['2571', '2959']"
1237,"['2571', '2959']"
1238,"['2571', '2959']"
1240,"['2571', '2959']"
1242,"['2571', '2959']"
1243,"['2571', '2959']"
1246,"['2571', '2959']"
1248,"['2571', '2959']"
1250,"['2571', '2959']"
1251,"['2571', '2959']"
1253,"['2571', '2959']"
1254,"['2571', '2959']"
1255,"['2571', '2959']"
1256,"['2571', '2959']"
1260,"['2571', '2959']"
1263,"['2571', '2959']"
1269,"['2571', '2959']"
1270,"['2571', '2959']"
1271,"['2571', '2959']"
1273,"['2571', '2959']"
1274,"['2571', '2959']"
1275,"['2571', '2959']"
1276,"['2571', '2959']"
1277,"['2571', '2959']"
1278,"['2571', '2959']"
1281,"['2571', '2959']"
1283,"['2571', '2959']"
1286,"['2571', '2959']"
1290,"['2571', '2959']"
1293,"['2571', '2959']"
1296,"['2571', '2959']"
1298,"['2571', '2959']"
1299,"['2571', '2959']"
1301,"['2571', '2959']"
1303,"['2571', '2959']"
1304,"['2571', '2959']"
1305,"['2571', '2959']"
1310,"['2571', '2959']"
1311,"['2571', '2959']"
1315,"['2571', '2959']"
1316,"['2571', '2959']"
1317,"['2571', '2959']"
1318,"['2571', '2959']"
1319,"['2571', '2959']"
1321,"['2571', '2959']"
1322,"['2571', '2959']"
1324,"['2571', '2959']"
1325,"['2571', '2959']"
1330,"['2571', '2959']"
1331,"['2571', '2959']"
1332,"['2571', '2959']"
1333,"['2571', '2959']"
1335,"['2571', '2959']"
1336,"['2571', '2959']"
1338,"['2571', '2959']"
1339,"['2571', '2959']"
1341,"['2571', '2959']"
1342,"['2571', '2959']"
1347,"['2571', '2959']"
1348,"['2571', '2959']"
